Class,Image Path
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-024.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-025.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-026.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-027.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-028.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-029.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-030.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-031.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-032.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-033.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-034.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-035.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-036.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-037.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-038.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-039.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-040.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-041.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-042.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-043.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-044.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-045.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-046.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-047.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-048.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-049.jpg
Alpinia Galanga (Rasna),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Alpinia Galanga (Rasna)\AG-S-050.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-001.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-002.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-003.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-004.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-005.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-006.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-008.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-009.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-010.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-011.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-012.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-013.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-014.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-015.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-016.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-017.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-018.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-019.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-020.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-021.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-022.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-023.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-024.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-025.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-026.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-027.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-028.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-029.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-030.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-031.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-032.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-033.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-034.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-035.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-036.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-037.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-038.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-039.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-040.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-041.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-042.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-043.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-044.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-045.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-046.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-047.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-048.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-049.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-050.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-051.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-052.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-053.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-054.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-055.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-056.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-057.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-058.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-059.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-060.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-061.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-062.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-063.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-064.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-065.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-066.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-067.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-068.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-069.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-070.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-071.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-072.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-073.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-074.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-075.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-076.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-077.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-078.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-079.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-080.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-081.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-082.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-083.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-084.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-085.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-086.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-087.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-088.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-089.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-090.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-091.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-092.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-093.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-094.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-095.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-096.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-097.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-098.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-099.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-100.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-101.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-102.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-103.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-104.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-105.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-106.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-107.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-108.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-109.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-110.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-111.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-112.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-113.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-114.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-115.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-116.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-117.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-118.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-119.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-120.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-121.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-122.jpg
Amaranthus Viridis (Arive-Dantu),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Amaranthus Viridis (Arive-Dantu)\AV-S-123.jpg
Artocarpus Heterophyllus (Jackfruit),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Artocarpus Heterophyllus (Jackfruit)\AH-S-001.jpg
Artocarpus Heterophyllus (Jackfruit),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Artocarpus Heterophyllus (Jackfruit)\AH-S-002.jpg
Artocarpus Heterophyllus (Jackfruit),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Artocarpus Heterophyllus (Jackfruit)\AH-S-003.jpg
Artocarpus Heterophyllus (Jackfruit),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Artocarpus Heterophyllus (Jackfruit)\AH-S-004.jpg
Artocarpus Heterophyllus (Jackfruit),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Artocarpus Heterophyllus (Jackfruit)\AH-S-005.jpg
Artocarpus Heterophyllus (Jackfruit),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Artocarpus Heterophyllus (Jackfruit)\AH-S-006.jpg
